"stoa_work_id","latin_title","stoa_group_id","group_name"
"latinLit:stoa0001/latinLit:stoa001","Epistola ad Desiderium","latinLit:stoa0001","Abbo Metensis"
"latinLit:stoa0002/latinLit:stoa001","Dialogus","latinLit:stoa0002","Abelard, Peter"
"latinLit:stoa0002/latinLit:stoa002","Historia calamitatum","latinLit:stoa0002","Abelard, Peter"
"latinLit:stoa0002/latinLit:stoa003","Theologia","latinLit:stoa0002","Abelard, Peter"
"latinLit:stoa0003/latinLit:stoa001","Epigramma","latinLit:stoa0003","Ablabius"
"latinLit:stoa0003/latinLit:stoa002","Epistula de iure civitatis Orcistenorum","latinLit:stoa0003","Ablabius"
"latinLit:stoa0004/latinLit:stoa001","Acta","latinLit:stoa0004","Acholius"
"latinLit:stoa0005/latinLit:stoa001","Historica fragmenta","latinLit:stoa0005","Actorius Naso, Marcus"
"latinLit:stoa0006/latinLit:stoa001","Carmen ad Rotbertum regem","latinLit:stoa0006","Adalbero Laudunensis"
"latinLit:stoa0006/latinLit:stoa002","De Summa Fidei","latinLit:stoa0006","Adalbero Laudunensis"
"latinLit:stoa0006/latinLit:stoa003","Rythmus Satiricus","latinLit:stoa0006","Adalbero Laudunensis"
"latinLit:stoa0007/latinLit:stoa001","Vita Sanctae Columbae","latinLit:stoa0007","Adamnan"
"latinLit:stoa0008/latinLit:stoa001","Opera","latinLit:stoa0008","Addison, Joseph"
"latinLit:stoa0009/latinLit:stoa001","De ortu et tempore Antichristi","latinLit:stoa0009","Adso Dervensis"
"latinLit:stoa0010/latinLit:stoa001","Epigrammata","latinLit:stoa0010","Aedituus, Valerius"
"latinLit:stoa0011/latinLit:stoa001","De amicitia","latinLit:stoa0011","Aelredus Rievallensis"
"latinLit:stoa0012/latinLit:stoa001","Decretum Hastense","latinLit:stoa0012","Aemilius Paulus"
"latinLit:stoa0013/latinLit:stoa001","Liber pontificalis","latinLit:stoa0013","Agnellus"
"latinLit:stoa0014/latinLit:stoa001","Roxana","latinLit:stoa0014","Alabaster, William"
"latinLit:stoa0015/latinLit:stoa001","De planctu naturae","latinLit:stoa0015","Alanus ad Insulis"
"latinLit:stoa0016/latinLit:stoa001","De dictamine","latinLit:stoa0016","Alberic of Monte Cassino"
"latinLit:stoa0017/latinLit:stoa001","Ars dictandi","latinLit:stoa0017","Albert of Saxony"
"latinLit:stoa0018/latinLit:stoa001","Ars loquendi et tacendi","latinLit:stoa0018","Albertano of Brescia"
"latinLit:stoa0018/latinLit:stoa002","De amore et dilectione dei","latinLit:stoa0018","Albertano of Brescia"
"latinLit:stoa0018/latinLit:stoa003","Liber consolationis et consilii","latinLit:stoa0018","Albertano of Brescia"
"latinLit:stoa0018/latinLit:stoa004","Sermo Januensis","latinLit:stoa0018","Albertano of Brescia"
"latinLit:stoa0018/latinLit:stoa005","Sermones","latinLit:stoa0018","Albertano of Brescia"
"latinLit:stoa0019/latinLit:stoa001","De pictura","latinLit:stoa0019","Alberti, Leon Battista"
"latinLit:stoa0019/latinLit:stoa002","Naufragus","latinLit:stoa0019","Alberti, Leon Battista"
"latinLit:stoa0020/latinLit:stoa001","Cella Alcuini","latinLit:stoa0020","Alcuin"
"latinLit:stoa0020/latinLit:stoa002","Conflictus veris et hiemis","latinLit:stoa0020","Alcuin"
"latinLit:stoa0020/latinLit:stoa003","De luscinia","latinLit:stoa0020","Alcuin"
"latinLit:stoa0020/latinLit:stoa004","Disputatio de rhetorica","latinLit:stoa0020","Alcuin"
"latinLit:stoa0020/latinLit:stoa005","Epitaphium","latinLit:stoa0020","Alcuin"
"latinLit:stoa0020/latinLit:stoa006","Propositiones","latinLit:stoa0020","Alcuin"
"latinLit:stoa0020/latinLit:stoa007","Sequentia de Sancto Michaele","latinLit:stoa0020","Alcuin"
"latinLit:stoa0020/latinLit:stoa008","Versus de cuculo","latinLit:stoa0020","Alcuin"
"latinLit:stoa0021/latinLit:stoa001","Discipline clericalis","latinLit:stoa0021","Alfonsi, Petrus"
"latinLit:stoa0022/latinLit:stoa001","De excessu fratris sui Satyri","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa002","De fide ad Gratianum","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa003","De mysteriis","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa004","De officiis ministrorum","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa005","De paenitentia","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa006","De spiritu sancto","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa007","De viduis","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa008","De virginibus ad Marcellinam sororem","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa009","Epistulae","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa010","Hymni","latinLit:stoa0022","Ambrose"
"latinLit:stoa0022/latinLit:stoa011","Sermo contra Auxentium de basilicis tradendis","latinLit:stoa0022","Ambrose"
"latinLit:stoa0023/latinLit:stoa001","Res gestae a fine Corneli Taciti","latinLit:stoa0023","Ammianus Marcellinus"
"latinLit:stoa0024/latinLit:stoa001","Liber memorialis","latinLit:stoa0024","Ampelius"
"latinLit:stoa0025/latinLit:stoa001","Chronicon","latinLit:stoa0025","Andreas Bergomas"
"latinLit:stoa0026/latinLit:stoa001","De Amore","latinLit:stoa0026","Andreas Capellanus"
"latinLit:stoa0027/latinLit:stoa001","Versus de Bella quae fuit acta Fontaneto","latinLit:stoa0027","Angilbert"
"latinLit:stoa0028/latinLit:stoa001","Cur deus homo","latinLit:stoa0028","Anselm"
"latinLit:stoa0028/latinLit:stoa002","Epistula ad Urbanum papam","latinLit:stoa0028","Anselm"
"latinLit:stoa0028/latinLit:stoa003","Monologium","latinLit:stoa0028","Anselm"
"latinLit:stoa0028/latinLit:stoa004","Proslogium","latinLit:stoa0028","Anselm"
"latinLit:stoa0029/latinLit:stoa001","De re coquinaria","latinLit:stoa0029","Apicius"
"latinLit:stoa0030/latinLit:stoa001","Apologia","latinLit:stoa0030","Apuleius"
"latinLit:stoa0030/latinLit:stoa002","De deo Socratis","latinLit:stoa0030","Apuleius"
"latinLit:stoa0030/latinLit:stoa003","De dogmate Platonis","latinLit:stoa0030","Apuleius"
"latinLit:stoa0030/latinLit:stoa004","De mundo","latinLit:stoa0030","Apuleius"
"latinLit:stoa0030/latinLit:stoa005","Florida","latinLit:stoa0030","Apuleius"
"latinLit:stoa0030/latinLit:stoa006","Fragmenta","latinLit:stoa0030","Apuleius"
"latinLit:stoa0030/latinLit:stoa007","Metamorphoses","latinLit:stoa0030","Apuleius"
"latinLit:stoa0031/latinLit:stoa001","Catena Aurea","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa002","Commentarius de Psalmis","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa003","Corpus Christi","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa004","De Anima","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa005","De Ente et Essentia","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa006","De Potentia","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa007","De principio individuationis","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa008","Epistola de modo studendi","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa009","Summa contra Gentiles","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0031/latinLit:stoa010","Summa Theologica","latinLit:stoa0031","Aquinas, St. Thomas"
"latinLit:stoa0032/latinLit:stoa001","Carminum fragmentum","latinLit:stoa0032","Arbronius Silo"
"latinLit:stoa0032/latinLit:stoa002","Pantomimi","latinLit:stoa0032","Arbronius Silo"
"latinLit:stoa0033/latinLit:stoa001","Carmina","latinLit:stoa0033","Archipoeta"
"latinLit:stoa0034/latinLit:stoa001","Adversus Nationes","latinLit:stoa0034","Arnobius"
"latinLit:stoa0035/latinLit:stoa001","De Nativitate Domini","latinLit:stoa0035","Arnulf of Lisieux"
"latinLit:stoa0036/latinLit:stoa001","Commentarii","latinLit:stoa0036","Asconius"
"latinLit:stoa0037/latinLit:stoa001","De Rebus Gestis Aelfredi","latinLit:stoa0037","Asserius"
"latinLit:stoa0038/latinLit:stoa001","Symbolum Quicumque","latinLit:stoa0038","Athanasius"
"latinLit:stoa0039/latinLit:stoa001","Fabularum palliatarum fragmenta","latinLit:stoa0039","Atilius"
"latinLit:stoa0040/latinLit:stoa001","Confessiones","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa002","De Catechizandis Rudibus","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa003","De civitate Dei","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa004","De dialectica","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa005","De doctrina Christiana","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa006","De fide et symbolo","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa007","De Magistro","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa008","De Musica","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa009","De Trinitate","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa010","Enchiridion","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa011","Epistulae","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa012","Regula Sancti Augustini","latinLit:stoa0040","Augustine"
"latinLit:stoa0040/latinLit:stoa013","Sermones","latinLit:stoa0040","Augustine"
"latinLit:stoa0041/latinLit:stoa001","Epistula ad Gaium","latinLit:stoa0041","Augustus"
"latinLit:stoa0041/latinLit:stoa002","Res Gestae","latinLit:stoa0041","Augustus"
"latinLit:stoa0042/latinLit:stoa001","Elogium Sepulcrale","latinLit:stoa0042","Aurelius Hermia, Lucius"
"latinLit:stoa0043/latinLit:stoa001","Liber de Caesaribus","latinLit:stoa0043","Aurelius Victor"
"latinLit:stoa0044/latinLit:stoa001","De origine gentis Romanae","latinLit:stoa0044","[Aurelius Victor]"
"latinLit:stoa0044/latinLit:stoa002","De viris illustribus","latinLit:stoa0044","[Aurelius Victor]"
"latinLit:stoa0044/latinLit:stoa003","Epitome de Caesaribus","latinLit:stoa0044","[Aurelius Victor]"
"latinLit:stoa0045/latinLit:stoa001","Bissula","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa002","Caesares","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa003","Cento Nuptialis","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa004","Commemoratio Professorum Burdigalensium","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa005","Cupido Cruciatus","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa006","De Herediolo","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa007","Eclogarum Liber","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa008","Ephemeris","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa009","Epicedion in Patrem","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa010","Epigrammaton Liber","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa011","Epistulae","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa012","Epitaphia","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa013","Genethliacon ad Ausonium Nepotem","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa014","Gratiarum Actio","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa015","Griphus Ternarii Numeri","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa016","Liber Protrepticus ad Nepotem","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa017","[Libri de Fastis] Conclusio","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa018","Ludus Septem Sapientum","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa019","Mosella","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa020","Oratio Versibus Rhopalicis","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa021","Ordo Urbium Nobilium","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa022","Parentalia","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa023","Periocha Iliadis","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa024","Periocha Odyssiae","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa025","Praefatiunculae","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa026","Precationes","latinLit:stoa0045","Ausonius"
"latinLit:stoa0045/latinLit:stoa027","Versus Paschales Prosodici","latinLit:stoa0045","Ausonius"
"latinLit:stoa0046/latinLit:stoa001","Fabulae","latinLit:stoa0046","Avianus"
"latinLit:stoa0047/latinLit:stoa001","Carmen ad Flavianum","latinLit:stoa0047","Avienus"
"latinLit:stoa0047/latinLit:stoa002","Carmen ad Nortiam","latinLit:stoa0047","Avienus"
"latinLit:stoa0047/latinLit:stoa003","Ora maritima","latinLit:stoa0047","Avienus"
"latinLit:stoa0047/latinLit:stoa004","Orbis terrae","latinLit:stoa0047","Avienus"
"latinLit:stoa0048/latinLit:stoa001","Historia Regni Henrici Septimi","latinLit:stoa0048","Bacon, Francis"
"latinLit:stoa0048/latinLit:stoa002","Novum Organum","latinLit:stoa0048","Bacon, Francis"
"latinLit:stoa0048/latinLit:stoa003","Sermones Fideles","latinLit:stoa0048","Bacon, Francis"
"latinLit:stoa0049/latinLit:stoa001","Expositio et Ratio Omnium Formarum","latinLit:stoa0049","Balbus"
"latinLit:stoa0050/latinLit:stoa001","Novus Aesopus","latinLit:stoa0050","Baldo"
"latinLit:stoa0051/latinLit:stoa001","Argenis","latinLit:stoa0051","Barclay, John"
"latinLit:stoa0052/latinLit:stoa001","Christus Xilonicus","latinLit:stoa0052","Bartolomaeus Lochiensis"
"latinLit:stoa0053/latinLit:stoa001","Facetiae","latinLit:stoa0053","Bebel, Heinrich"
"latinLit:stoa0054/latinLit:stoa001","De orthographia","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa002","De temporum ratione","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa003","Elementa philosophiae","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa004","Epistola ad Albium","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa005","Epistola ad Ecgbertum episcopum","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa006","Historia ecclesiastica gentis Anglorum","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa007","Proverbia","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa008","Vita sancti Cuthberti","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa009","Vita sanctorum abbatum","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa010","De Temporibus","latinLit:stoa0054","Bede"
"latinLit:stoa0054/latinLit:stoa011","De Rerum Natura","latinLit:stoa0054","Bede"
"latinLit:stoa0055/latinLit:stoa001","Regula Sancti Benedicti","latinLit:stoa0055","Benedict Nursinus"
"latinLit:stoa0056/latinLit:stoa001","Apologeticus","latinLit:stoa0056","Berengarius Turonensis"
"latinLit:stoa0057/latinLit:stoa001","Susanna","latinLit:stoa0057","Betulius Augustanus, Xystus"
"latinLit:stoa0058/latinLit:stoa001","De consolatione philosophiae","latinLit:stoa0058","Boethius"
"latinLit:stoa0058/latinLit:stoa002","De institutione musica","latinLit:stoa0058","Boethius"
"latinLit:stoa0058/latinLit:stoa003","Quomodo substantiae bonae sint","latinLit:stoa0058","Boethius"
"latinLit:stoa0059/latinLit:stoa001","Itinerarium mentis in Deum","latinLit:stoa0059","Bonaventure"
"latinLit:stoa0060/latinLit:stoa001","Boncompagnus","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa002","Breviloquium","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa003","Cedrus","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa004","Corona","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa005","De amicitia","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa006","De malo senectutis et senii","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa007","De obsidione ancone","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa008","[De vitiis evitandis et cursibus servandis in dictamine]","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa009","[Epistola Boncompagni ad Philippum electum Ferrariensis]","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa010","Epistola mandativa ad comites Palatinos","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa011","Isagoge","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa012","Liber X tabularum","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa013","Mirra","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa014","Notulae Aureae","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa015","Oliva","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa016","Palma","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa017","Prologus ad Summam Codicis Azonis","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa018","Quinque tabulae salutationum","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa019","Rhetorica novissima","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa020","Rota Veneris","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0060/latinLit:stoa021","Tractatus virtutum","latinLit:stoa0060","Boncompagno da Signa"
"latinLit:stoa0061/latinLit:stoa001","Eclogae","latinLit:stoa0061","Boskovic, Bartolomej"
"latinLit:stoa0062/latinLit:stoa001","Cafraria","latinLit:stoa0062","Boym, Michel"
"latinLit:stoa0063/latinLit:stoa001","Facetiae","latinLit:stoa0063","Bracciolini, Poggio"
"latinLit:stoa0064/latinLit:stoa001","Miscellanea","latinLit:stoa0064","Bulteel, Gislain"
"latinLit:stoa0065/latinLit:stoa001","Philobiblon","latinLit:stoa0065","Bury, Ricardus de"
"latinLit:stoa0066/latinLit:stoa001","Quaestiones","latinLit:stoa0066","Caecilius Africanus"
"latinLit:stoa0067/latinLit:stoa001","De nugis philosophorum","latinLit:stoa0067","Caecilius Balbus"
"latinLit:stoa0068/latinLit:stoa001","Historicum fragmentum","latinLit:stoa0068","Caelestinus"
"latinLit:stoa0069/latinLit:stoa001","Commentarii de bello civili","latinLit:stoa0069","Caesar, Julius"
"latinLit:stoa0069/latinLit:stoa002","Commentarii de bello Gallico","latinLit:stoa0069","Caesar, Julius"
"latinLit:stoa0070/latinLit:stoa001","Commentarius de bello Africo","latinLit:stoa0070","[Caesar, Julius]"
"latinLit:stoa0070/latinLit:stoa002","Commentarius de bello Alexandrino","latinLit:stoa0070","[Caesar, Julius]"
"latinLit:stoa0070/latinLit:stoa003","Commentarius de bello Hispaniensi","latinLit:stoa0070","[Caesar, Julius]"
"latinLit:stoa0071/latinLit:stoa001","De metris fragmentum","latinLit:stoa0071","Caesius Bassus"
"latinLit:stoa0072/latinLit:stoa001","Declamationes","latinLit:stoa0072","Calpurnius Flaccus"
"latinLit:stoa0073/latinLit:stoa001","Bucolica","latinLit:stoa0073","Calpurnius Siculus"
"latinLit:stoa0074/latinLit:stoa001","Civitas Solis","latinLit:stoa0074","Campanella, Tommaso"
