iam_work_id,author_abbrev,title_abbrev,author_name,iam_author_id,latin_title,modern_title
iamwork360,Epicurus,Ep. Pyth.,Epicurus,epicurus,Epistula ad Pythoclem,
iamwork361,Epicurus,RS,Epicurus,epicurus,Ratae sententiae,
iamwork362,Epicurus,Sent. Vat.,Epicurus,epicurus,Vatican Sayings (Gnomologium Vaticanum),
iamwork363,Epiph.,Adv. haeres.,Epiphanius,epiphanius,Adversus haereses,
iamwork364,Eratosth.,Cat.,Eratosthenes,eratosthenes,Greek,
iamwork365,Euc.,Epon.,Euclid,euclid,Eponymous,
iamwork366,Eudem.,Epon.,Eudemus,eudemus,Eponymous,
iamwork367,Eunap.,VS,Eunapius,eunapius,Vitae sophistarum,
iamwork368,Eup.,Epon.,Eupolis,eupolis,Eponymous,
iamwork369,Eur.,Alc.,Euripides,euripides,Alcestis,Alcestis
iamwork370,Eur.,Andr.,Euripides,euripides,Andromache,
iamwork371,Eur.,Bacch.,Euripides,euripides,Bacchae,
iamwork372,Eur.,Beller.,Euripides,euripides,Bellerophon,
iamwork373,Eur.,Cyc.,Euripides,euripides,Cyclops,
iamwork374,Eur.,El.,Euripides,euripides,Electra,
iamwork375,Eur.,Hec.,Euripides,euripides,Hecuba,
iamwork376,Eur.,Hel.,Euripides,euripides,Helena,
iamwork377,Eur.,Heracl.,Euripides,euripides,Heraclidae,
iamwork378,Eur.,HF,Euripides,euripides,Hercules furens,
iamwork379,Eur.,Hipp.,Euripides,euripides,Hippolytus,
iamwork380,Eur.,Hyps.,Euripides,euripides,Hypsipyle,
iamwork381,Eur.,IA,Euripides,euripides,Iphigenia Aulidensis,Iphigeneia in Aulis
iamwork382,Eur.,IT,Euripides,euripides,Iphigenia Taurica,Iphigeneia in Tauris
iamwork383,Eur.,Med.,Euripides,euripides,Medea,
iamwork384,Eur.,Or.,Euripides,euripides,Orestes,
iamwork385,Eur.,Phoen.,Euripides,euripides,Phoenissae,
iamwork386,Eur.,Rhes.,Euripides,euripides,Rhesus,
iamwork387,Eur.,Sthen.,Euripides,euripides,Stheneboea,
iamwork388,Eur.,Supp.,Euripides,euripides,Supplices,Suppliants
iamwork389,Eur.,Tro.,Euripides,euripides,Troades,
iamwork390,Euseb.,Chron.,Eusebius,eusebius,Chronica,
iamwork391,Euseb.,Hist. eccl.,Eusebius,eusebius,Historia ecclesiastica,
iamwork392,Euseb.,Praep. evang.,Eusebius,eusebius,Praeparatio evangelica,
iamwork393,Euseb.,Vit. Const.,Eusebius,eusebius,Vita Constantini,Life of Constantine
iamwork394,Eust.,Il.,Eustathius,eustathius,Ad Iliadem,
iamwork395,Eust.,Od.,Eustathius,eustathius,Ad Odysseam,
iamwork396,Eust.,Prooem. ad Pind.,Eustathius,eustathius,"Eustathii prooemium commentarium Pindaricorum, ed.",
iamwork397,Eutocius,In Arch. circ. dim.,Eutocius,eutocius,In Archimedis circuli dimensionem,
iamwork398,Eutr.,Epon.,Eutropius,eutropius,Eponymous,
iamwork399,Firm. Mat.,Err. prof. rel.,Firmicus Maternus,firmicus-maternus,De errore profanarum religionum,
iamwork400,Flor.,Epon.,L. Annaeus Florus,annaeus-florus-l,Eponymous,
iamwork401,Frontin.,Aq.,Frontinus,frontinus,De aquae ductu urbis Romae,
iamwork402,Frontin.,Str.,Frontinus,frontinus,Strategemata,
iamwork403,Fronto,Ep.,Fronto,fronto,Epistulae,
iamwork404,Fulg.,Myth.,Fulgentius,fulgentius,Mitologiae tres libri,
iamwork405,Gai.,Inst.,Gaius,gaius,Institutiones,
iamwork406,Gal.,De loc. aff.,Galen,galen,De locis affectis,
iamwork407,Gal.,Libr. Propr.,Galen,galen,Greek,
iamwork408,Gal.,Nat. Fac.,Galen,galen,Greek,
iamwork409,Gell.,NA,Aulus Gellius,aulus-gellius,Noctes Atticae,
iamwork410,Geog. Rav.,Epon.,Geographer of Ravenna,geographer-of-ravenna,,
iamwork411,German.,Arat.,Germanicus,germanicus,Aratea,
iamwork412,Gorg.,Hel.,Gorgias,gorgias,Helena,Encomium of Helen
iamwork413,Gorg.,Pal.,Gorgias,gorgias,Palamedes,
iamwork414,Gregory of Tours,Glor. mart.,Gregory of Tours,gregory-of-tours,Gloria martyrorum,
iamwork415,Gregory of Tours,Hist.,Gregory of Tours,gregory-of-tours,Historiae,
iamwork416,Harp.,Epon.,Harpocration,harpocration,Eponymous,
iamwork417,Hdn.,Epon.,Herodianus,herodianus,Eponymous,
iamwork418,Hdt.,Epon.,Herodotus,herodotus,Eponymous,
iamwork419,Heliod.,Aeth.,Heliodorus,heliodorus,Aethiopica,
iamwork420,Heph.,Epon.,Hephaestion,hephaestion,Eponymous,
iamwork421,Heraclid. Pont.,Epon.,Heraclides Ponticus,heraclides-ponticus,Eponymous,
iamwork422,Hermog.,Id.,Hermogenes,hermogenes,Greek,
iamwork423,Hermog.,Inv.,Hermogenes,hermogenes,Greek,
iamwork424,Hermog.,Prog.,Hermogenes,hermogenes,Greek,
iamwork425,Herod.,Epon.,Herodotus,herodotus,Eponymous,
iamwork426,Herodian,Epon.,Aelius Herodianus (and Pseudo-Herodian),aelius-and-herodianus-pseudoherodian,Katholk&ecirc; pros&ocirc;dia,
iamwork427,Heron,"Pneum,",Heron,heron,Pneumatica,
iamwork428,Hes.,Cat.,Hesiod,hesiod,Catalogus mulierum,Catalogue of Women
iamwork429,Hes.,Op.,Hesiod,hesiod,Opera et Dies,Works and Days
iamwork430,Hes.,Sc.,Hesiod,hesiod,Scutum,Shield
iamwork431,Hes.,Theog.,Hesiod,hesiod,Theogonia,Theogony
iamwork432,Himer.,Ecl.,Himerius,himerius,Eclogae,
iamwork433,Himer.,Or.,Himerius,himerius,Orationes,
iamwork434,Hippoc.,Acut.,Hippocrates,hippocrates,De diaeta in morbis acutis,
iamwork435,Hippoc.,Aer.,Hippocrates,hippocrates,"De aera, aquis, locis",
iamwork436,Hippoc.,Art.,Hippocrates,hippocrates,De articulis,
iamwork437,Hippoc.,Ep.,Hippocrates,hippocrates,Epistulae,
iamwork438,Hippoc.,Epid.,Hippocrates,hippocrates,Epidemiae,
iamwork439,Hippoc.,Morb.,Hippocrates,hippocrates,On Diseases,
iamwork440,Hippoc.,Morb. sacr.,Hippocrates,hippocrates,De morbo sacro,
iamwork441,Hippoc.,Mul.,Hippocrates,hippocrates,De mulierum affectibus,
iamwork442,Hippoc.,Nat. mul.,Hippocrates,hippocrates,De natura muliebri,
iamwork443,Hippoc.,Nat. puer.,Hippocrates,hippocrates,On the Nature of the Child,
iamwork444,Hippoc.,Off.,Hippocrates,hippocrates,De officina medici,
iamwork445,Hippoc.,Virg.,Hippocrates,hippocrates,De virginibus morbis,
iamwork446,Hippoc.,VM,Hippocrates,hippocrates,De vetere medicina,
iamwork447,Hippol.,Haer.,Hippolytus,hippolytus,Refutation omnium haeresium,
iamwork448,Hom.,Il.,Homer,homer,Iliad,
iamwork449,Hom.,Od.,Homer,homer,Odyssey,
iamwork450,Hor.,Ars P.,Horace,horace,Ars poetica,
iamwork451,Hor.,Carm.,Horace,horace,Carmina or Odes,Odes
iamwork452,Hor.,Carm. saec.,Horace,horace,Carmen saeculare,
iamwork453,Hor.,Epist.,Horace,horace,Episulae,Epistles
iamwork454,Hor.,Epod.,Horace,horace,Epodi,Epodes
iamwork455,Hor.,Sat.,Horace,horace,Satirae or Sermones,Satires
iamwork456,Hsch.,Epon.,Hesychius,hesychius,Eponymous,
iamwork457,Hyg.,Fab.,Hyginus,hyginus,Fabulae,
iamwork458,Hyg.,Poet. astr.,Hyginus,hyginus,Poetica astronomica,
iamwork464,Iambl.,Myst.,Iamblichus,iamblichus,De mysteriis,On Mysteries
iamwork465,Iambl.,VP,Iamblichus,iamblichus,Vita Pythagorae,Life of Pythagoras
iamwork466,Ibyc.,Epon.,Ibycus,ibycus,Eponymous,
iamwork467,Isae.,Epon.,Isaeus,isaeus,Eponymous,
iamwork468,Isid.,De vir. ill.,Isidorus,isidorus,De viris illustribus,On Famous Men
iamwork469,Isid.,Etym.,Isidorus,isidorus,Etymologiae,Etymology
iamwork470,Isoc.,Antid.,Isocrates,isocrates,Antidosis,Antidosis
iamwork471,Isoc.,Bus.,Isocrates,isocrates,Busiris,Busiris
iamwork472,Isoc.,C. soph.,Isocrates,isocrates,Contra sophistas,Against the Sophists
iamwork473,Isoc.,Panath.,Isocrates,isocrates,Panathenaicus,Panathenaicus
iamwork474,Isoc.,Paneg.,Isocrates,isocrates,Panegyricus,Panegyric
iamwork475,James,James,James,james,James,
iamwork476,Jer.,Ab Abr.,Jerome,jerome,Ab Abraham,From Abraham
iamwork477,Jer.,Adv. Iovinian,Jerome,jerome,Adversus Iovinianum,Against Jovinian
iamwork478,Jer.,Chron.,Jerome,jerome,Chronica,Chronicle
iamwork479,Jer.,De script.eccles.pro,Jerome,jerome,De scriptoribus ecclesiasticis prolegomena,Preface on Church Scriptures
iamwork480,Jer.,De vir. ill.,Jerome,jerome,De viris illustribus,On Famous Men
iamwork481,Jer.,Ep.,Jerome,jerome,Epistulae,Letters
iamwork482,John,1 John,John,john,1 John,
iamwork483,John,2 John,John,john,2 John,
iamwork484,John,3 John,John,john,3 John,
iamwork485,John,Jn.,John,john,John,
iamwork486,John,Rev.,John,john,Revelations,
iamwork487,John Mark,Mk.,John Mark,john-mark,Mark,
iamwork488,Joseph.,AJ,Josephus,josephus,Antiquitates Judaicae,Jewish Antiquities
iamwork489,Joseph.,Ap.,Josephus,josephus,Contra Apionem,Against Apion
iamwork490,Joseph.,BJ,Josephus,josephus,Bellum Judaicum,Jewish War
iamwork491,Joseph.,Vit.,Josephus,josephus,Vita,Life
iamwork492,Julian.,Apophth.,Julianis imperator,imperator-julianis,Apophthegmata,Sayings
iamwork493,Julian.,Ep.,Julianis imperator,imperator-julianis,Epistulae,Letters
iamwork494,Julian.,Mis.,Julianis imperator,imperator-julianis,Misopogon,Beard-Hater
iamwork495,Julian.,Or.,Julianis imperator,imperator-julianis,Orationes,Orations
iamwork496,Just.,Epit.,Justinus,justinus,Epitome (of Trogus),
iamwork497,Justin,Apol.,Justin Martyr,justin-martyr,Apologia,Apology
iamwork498,Juv.,Epon.,Juvenal,juvenal,Eponymous,
iamwork499,Lactant.,De mort. pers.,Lactantius,lactantius,De mortibus persecutorum,On the deaths of the persecutors
iamwork500,Lactant.,Div. inst.,Lactantius,lactantius,Divinae institutiones,Divine Institutions
iamwork501,Lib.,Epon.,Libanius,libanius,Eponymous,
iamwork502,Liv. Andron.,Od.,Livius Andronicus,andronicus-livius,Odyssia,Odyssey
iamwork503,Livy,Epit.,Livy,livy,Epitomae,Epitomes
iamwork504,Livy,Epon.,Livy,livy,Ab urbe condita libri,Eponymous
iamwork505,Livy,Per.,Livy,livy,Periochae,Summaries
iamwork506,Luc.,Epon.,Lucan,lucan,Eponymous,
iamwork507,Lucian,Alex.,Lucian,lucian,Alexander,Alexander
iamwork508,Lucian,Anach.,Lucian,lucian,Anacharsis,Anacharsis
iamwork509,Lucian,Cal.,Lucian,lucian,Calumniae non temere credendum,Tricks not to be Believed Blindly
iamwork510,Lucian,Catapl.,Lucian,lucian,Cataplus,Cataplus
iamwork511,Lucian,De mort. Peregr.,Lucian,lucian,De morte peregrini,On the death of the foreigner
iamwork512,Lucian,Demon.,Lucian,lucian,Demonax,Demonax
iamwork513,Lucian,Dial. D.,Lucian,lucian,Dialogi deorum,Dialogues of the Gods
iamwork514,Lucian,Dial. meret.,Lucian,lucian,Dialogi meretricii,Dialogues of the Courtesans
iamwork515,Lucian,Dial. mort.,Lucian,lucian,Dialogi mortuorum,Dialogues of the Dead
iamwork516,Lucian,Her.,Lucian,lucian,Herodotus,Herodotus
iamwork517,Lucian,Hermot.,Lucian,lucian,Hermotimus,Hermotimus
iamwork518,Lucian,Hist. conscr.,Lucian,lucian,Quomodo historia conscribenda sit,How to Write History
iamwork519,Lucian,Ind.,Lucian,lucian,Adversus indoctum,Against Ignorance
iamwork520,Lucian,Iupp. trag.,Lucian,lucian,Iuppiter tragoedus,Jupiter the Tragedian
iamwork521,Lucian,Luct.,Lucian,lucian,De luctu,On Funerals
iamwork522,Lucian,Macr.,Lucian,lucian,Macrobii,Macrobii
iamwork523,Lucian,Nigr.,Lucian,lucian,Nigrinus,Nigrinus
iamwork524,Lucian,Philops.,Lucian,lucian,Philopseudes,Lover of Lies
iamwork525,Lucian,Pseudol.,Lucian,lucian,Pseudologista,False Speaking
iamwork526,Lucian,Salt.,Lucian,lucian,De saltatione,On Dancing
iamwork527,Lucian,Somn.,Lucian,lucian,Somnium,Sleep
iamwork528,Lucian,Symp.,Lucian,lucian,Symposium,Symposium
iamwork529,Lucian,Syr. D.,Lucian,lucian,De Syria dea,On the Syrian Goddess
iamwork530,Lucian,Trag.,Lucian,lucian,Tragoedopodagra,
iamwork531,Lucian,Ver. hist.,Lucian,lucian,"Verae historiae, 1, 2",True Histories
iamwork532,Lucian,Vit. auct.,Lucian,lucian,Vitarum auctio,Philosophies for Sale
iamwork533,Lucil.,Epon.,Lucilius,lucilius,Eponymous,
iamwork534,Lucr.,Epon.,Lucretius,lucretius,Eponymous,
iamwork535,Luke,Acts,Luke,luke,Acts of the Apostles,
iamwork536,Luke,Lk.,Luke,luke,Luke,
iamwork537,Lycoph.,Alex.,Lycophron,lycophron,Alexandra,Alexandra
iamwork539,Lydus,Mag.,Lydus,lydus,De magistratibus,On Magistrates
iamwork540,Lydus,Mens.,Lydus,lydus,De mensibus,On Months
iamwork541,Lys.,Epon.,Lysias,lysias,Eponymous,
iamwork542,M. Aur.,Med.,Marcus Aurelius,aurelius-marcus,Meditations,Meditations
iamwork543,Macrob.,In Somn.,Macrobius,macrobius,Commentarius ex Cicerone in Somnium Scipionis,Commentary on the dream of Scipio from Cicero
iamwork544,Macrob.,Sat.,Macrobius,macrobius,Saturnalia,Saturnalia
iamwork545,Marcellin.,Epon.,Marcellinus,marcellinus,Eponymous,
iamwork546,Mart.,Spect.,Martial,martial,Spectacula,Spectacles
iamwork547,Mart. Cap.,Epon.,Martianus Capella,capella-martianus,Eponymous,
iamwork548,Mel.,Steph.,Meleager,meleager,Stephanus,Garland
iamwork549,Men.,Dys.,Menander,menander,Dyskolos,Old Cantankerous
iamwork550,Men.,Epit.,Menander,menander,Epitrepontes,Arbitration
iamwork551,Men.,Her.,Menander,menander,Heros,Hero
iamwork552,Men.,Pk.,Menander,menander,Perikeiromene,Rape of the Locks
iamwork553,Men.,Sam.,Menander,menander,Samia,The Girl from Samos
iamwork554,Men. Rhet.,Epon.,Menander Rhetor,menander-rhetor,Eponymous,
iamwork555,Min. Fel.,Oct.,Minucius Felix,felix-minucius,Octavius,Octavius
iamwork556,Muson.,Epon.,Musonius Rufus,musonius-rufus,Eponymous,
iamwork557,Nemes.,Cyn.,Nemesianus,nemesianus,Cynegetica,Hunting
iamwork558,Nemes.,Ecl.,Nemesianus,nemesianus,Eclogae,Eclogues
iamwork559,Nep.,Att.,Nepos,nepos,Atticus,Atticus
iamwork560,Nep.,Epam.,Nepos,nepos,Epaminondas,Epaminondas
iamwork561,Nep.,Milt.,Nepos,nepos,Miltiades,Miltiades
iamwork562,Nep.,Timoth.,Nepos,nepos,Timotheus,Timotheus
iamwork563,Nic.,Alex.,Nicander,nicander,Alexipharmaca,Antidotes
iamwork564,Nic.,Ther.,Nicander,nicander,Theriaca,Theriaca
iamwork565,Numen.,Epon.,Numenius,numenius,Eponymous,
iamwork566,Origen,C. Cels.,Origen,origen,Contra Celsum,Against Celsus
iamwork567,Oros.,Epon.,Orosius,orosius,Eponymous,
iamwork568,Orph.,Lith.,Orphica,orphica,Lithica,Stones
iamwork569,Ov.,Am.,Ovid,ovid,Amores,The Loves
iamwork570,Ov.,Ars am.,Ovid,ovid,Ars amatoria,The Art of Love
iamwork571,Ov.,Fast.,Ovid,ovid,Fasti,Fasti
iamwork572,Ov.,Hal.,Ovid,ovid,Halieuticon liber,Book of Fishing
iamwork573,Ov.,Her.,Ovid,ovid,Heroides,Heroines
iamwork574,Ov.,Ib.,Ovid,ovid,Ibis,Ibis
iamwork575,Ov.,Medic.,Ovid,ovid,Medicamina faciei,Cosmetics for the Face
iamwork576,Ov.,Met.,Ovid,ovid,Metamorphoses,Metamorphoses
iamwork577,Ov.,Pont.,Ovid,ovid,Epistulae ex Ponto,Letters from Pontus
iamwork578,Ov.,Rem. am.,Ovid,ovid,Remedia amoris,Remedies for Love
iamwork579,Ov.,Tr.,Ovid,ovid,Tristia,Sorrows
iamwork580,Parth.,Amat. narr.,Parthenius,parthenius,Narrationum amatoriarum libellus,Book of Love Stories
iamwork581,Paul,1 Cor.,Paul,paul,1 Corinthians,
iamwork582,Paul,1 Thess.,Paul,paul,1 Thessalonians,1 Thessalonians
iamwork583,Paul,1 Tm.,Paul,paul,1 Timothy,
iamwork584,Paul,2 Cor.,Paul,paul,2 Corinthians,
iamwork585,Paul,2 Thess.,Paul,paul,2 Thessalonians,
iamwork586,Paul,2 Tm.,Paul,paul,2 Timothy,
iamwork587,Paul,Col.,Paul,paul,Colossians,
iamwork588,Paul,Ephesians,Paul,paul,Ephesians,
iamwork589,Paul,Galatians,Paul,paul,Galatians,
iamwork590,Paul,Phil.,Paul,paul,Phillipians,
iamwork591,Paul,Philemon,Paul,paul,Philemon,
iamwork592,Paul,Romans,Paul,paul,Romans,
iamwork593,Paul,Ti.,Paul,paul,Titus,
iamwork594,Paul. Fest.,Gloss. Lat.,Festus,festus,Glossaria Latina,Latin Glossary
iamwork595,Paulus,Sent.,Iulius Paulus,iulius-paulus,Sententiae,Opinions
iamwork596,Paus.,Epon.,Pausanias,pausanias,Eponymous,
iamwork597,Pers.,Epon.,Persius,persius,Eponymous,
iamwork598,Peter,1 Pt.,Peter,peter,1 Peter,
iamwork599,Peter,2 Pt.,Peter,peter,2 Peter,
iamwork600,Petron.,Sat.,Petronius,petronius,Satyrica,Satyricon
iamwork601,Pherec.,Epon.,Pherecydes,pherecydes,Eponymous,
iamwork602,Philo,CW,Philo Judaeus,judaeus-philo,Edition of Philo Judaeus by L. Cohn and P. Wendland,
iamwork603,Philo,In Flacc.,Philo Judaeus,judaeus-philo,In Flaccum,Against Flaccus
iamwork604,Philo,Leg.,Philo Judaeus,judaeus-philo,Legatio ad Gaium,Embassy to Gaius
iamwork605,Philoch.,Epon.,Philochorus,philochorus,Eponymous,
iamwork606,Philostr.,Her.,Philostratus,philostratus,Heroicus,Hero
iamwork607,Philostr.,Imag.,Philostratus,philostratus,Imagines,Essays in Portraiture
iamwork608,Philostr.,V A,Philostratus,philostratus,Vita Apollonii,Life of Apollonius
iamwork609,Philostr.,V S,Philostratus,philostratus,Vita sophistarum,Lives of the Sophists
iamwork610,Phld.,Epon.,Philodemus,philodemus,Eponymous,
iamwork611,Phlegon,Mir.,Phlegon,phlegon,Miracula,Book of Marvels
iamwork612,Phot.,Bibl.,Photius,photius,Bibliotheca,Library
iamwork613,Pind.,Isthm.,Pindar,pindar,Isthmian Odes,Isthmian Odes
iamwork614,Pind.,Nem.,Pindar,pindar,Nemean Odes,Nemean Odes
iamwork615,Pind.,Ol.,Pindar,pindar,Olympian Odes,Olympian Odes
iamwork616,Pind.,Pae.,Pindar,pindar,Paeanes Odes,Paeanes Odes
iamwork617,Pind.,Pyth.,Pindar,pindar,Pythian Odes,Pythian Odes
iamwork618,Pl.,Alc.,Plato,plato,Alcibiades,Alcibiades
iamwork619,Pl.,Ap.,Plato,plato,Apologia,Apology
iamwork620,Pl.,Ax.,Plato,plato,Axiochus,Axiochus
iamwork621,Pl.,Chrm.,Plato,plato,Charmides,Charmides
iamwork622,Pl.,Cra.,Plato,plato,Cratylus,Cratylus
iamwork623,Pl.,Cri.,Plato,plato,Crito,Crito
iamwork624,Pl.,Criti.,Plato,plato,Critias,Critias
iamwork625,Pl.,Epin.,Plato,plato,Epinomis,Epinomis
iamwork626,Pl.,Euthphr.,Plato,plato,Euthyphro,Euthyphro
iamwork627,Pl.,Grg.,Plato,plato,Gorgias,Gorgias
iamwork628,Pl.,Hipparch.,Plato,plato,Hipparchus,Hipparchus
iamwork629,Pl.,Hp. mai.,Plato,plato,Hippias maior,Hippias the Elder
iamwork630,Pl.,Hp. mi.,Plato,plato,Hippias Minor,Hippias the Younger
iamwork631,Pl.,La. or Lach.,Plato,plato,Laches,Laches
iamwork632,Pl.,Leg.,Plato,plato,Leges,Laws
iamwork633,Pl.,Menex.,Plato,plato,Menexenus,Menexenus
iamwork634,Pl.,Phd.,Plato,plato,Phaedo,Phaedo
iamwork635,Pl.,Phdr.,Plato,plato,Phaedrus,Phaedrus
iamwork636,Pl.,Phlb.,Plato,plato,Philebus,Philebus
iamwork637,Pl.,Plt.,Plato,plato,Politicus,Statesman
iamwork638,Pl.,Prm.,Plato,plato,Parmenides,Parmenides
iamwork639,Pl.,Prt.,Plato,plato,Protagoras,Protagoras
iamwork640,Pl.,Resp.,Plato,plato,Respublica,Republic
iamwork641,Pl.,Soph.,Plato,plato,Sophista,Sophist
iamwork642,Pl.,Symp.,Plato,plato,Symposium,Symposium
iamwork643,Pl.,Tht.,Plato,plato,Theaetetus,Theaetetus
iamwork644,Pl.,Ti.,Plato,plato,Timaeus,Timaeus
iamwork645,Plato Com.,Epon.,Plato Comicus,comicus-plato,Eponymous,
iamwork646,Platon.,Diff. com.,Platonius,platonius,De differentia comoediarum,On Distinction among Comedies
iamwork647,Plaut.,Amph.,Plautus,plautus,Amphitruo,Amphitruo
iamwork648,Plaut.,Asin.,Plautus,plautus,Asinaria,Asinaria
iamwork649,Plaut.,Bacch.,Plautus,plautus,Bacchides,Bacchides
iamwork650,Plaut.,Capt.,Plautus,plautus,Captivi,The Captives
iamwork651,Plaut.,Cas.,Plautus,plautus,Casina,Casina
iamwork652,Plaut.,Cist.,Plautus,plautus,Cistellaria,The Casket Comedy
iamwork653,Plaut.,Curc.,Plautus,plautus,Curculio,The Weevil
iamwork654,Plaut.,Men.,Plautus,plautus,Menaechmi,The Brothers Menaechmi
iamwork655,Plaut.,Merc.,Plautus,plautus,Mercator,The Merchant
iamwork656,Plaut.,Mil.,Plautus,plautus,Miles gloriosus,The Braggart Soldier
iamwork657,Plaut.,Mostell.,Plautus,plautus,Mostellaria,The Haunted House
iamwork658,Plaut.,Poen.,Plautus,plautus,Poenulus,The Little Cartheginian
iamwork659,Plaut.,Pseud.,Plautus,plautus,Pseudolus,The Liar
iamwork660,Plaut.,Rud.,Plautus,plautus,Rudens,The Rope
iamwork661,Plaut.,Stich.,Plautus,plautus,Stichus,Stichus
iamwork662,Plaut.,Trin.,Plautus,plautus,Trinummus,Three Bob Day
iamwork663,Plin. (E),HN,Pliny (the Elder),elder-pliny-the,Naturalis historia,Natural History
iamwork664,Plin. (Y),Ep.,Pliny (the Younger),pliny-the-younger,Epistulae,Letters
iamwork665,Plin. (Y),Pan.,Pliny (the Younger),pliny-the-younger,Panegyricus,Panegyric
iamwork666,Plin. (Y),Tra.,Pliny (the Younger),pliny-the-younger,Epistulae ad Traianum,Letters to Trajan
iamwork667,Plotinus,Enn.,Plotinus,plotinus,Enneades,Enneades
iamwork668,Plut.,Adv. Col.,Plutarch,plutarch,Adversus Coloten,Against Colotes
iamwork669,Plut.,Aem.,Plutarch,plutarch,Aemilius Paulus,Aemilius Paulus
iamwork670,Plut.,Ages.,Plutarch,plutarch,Agesilaus,Agesilaus
iamwork671,Plut.,Alc.,Plutarch,plutarch,Alcibiades,Alcibiades
