iam_work_id,author_abbrev,title_abbrev,author_name,iam_author_id,latin_title,modern_title
iamwork672,Plut.,Alex.,Plutarch,plutarch,Alexander,Alexander
iamwork673,Plut.,Am. narr.,Plutarch,plutarch,Amatoriae narrationes,Narrations of Love
iamwork674,Plut.,Amat.,Plutarch,plutarch,Amatorius,Dialogue on Love
iamwork675,Plut.,An seni,Plutarch,plutarch,An seni respublica gerenda sit,Whether an Old Man Should Engage in Politics
iamwork676,Plut.,Ant.,Plutarch,plutarch,Antonius,Antonius
iamwork677,Plut.,Arat.,Plutarch,plutarch,Aratus,Aratus
iamwork678,Plut.,Arist.,Plutarch,plutarch,Aristides,Aristides
iamwork679,Plut.,Artax.,Plutarch,plutarch,Artaxerxes,Artaxerxes
iamwork680,Plut.,Brut.,Plutarch,plutarch,Brutus,Brutus
iamwork681,Plut.,C. Gracch.,Plutarch,plutarch,Gaius Gracchus,Gaius Gracchus
iamwork682,Plut.,Caes.,Plutarch,plutarch,Caesar,Caesar
iamwork683,Plut.,Cam.,Plutarch,plutarch,Camillus,Camillus
iamwork684,Plut.,"Cat. Mai., Min.",Plutarch,plutarch,"Cato Maior, Minor",Cato the Elder/Cato the Younger
iamwork685,Plut.,Cic.,Plutarch,plutarch,Cicero,Cicero
iamwork686,Plut.,Cim.,Plutarch,plutarch,Cimon,Cimon
iamwork687,Plut.,Cleom.,Plutarch,plutarch,Cleomenes,Cleomenes
iamwork688,Plut.,Comm. not.,Plutarch,plutarch,De communibus notitiis adversus Stoicos,Against the Stoics on Common Conceptions
iamwork689,Plut.,Comp. Ar. et Men.,Plutarch,plutarch,Comparatio Aristophanis et Menandri,Comparison of Aristophanes and Menander
iamwork690,Plut.,Conv. sept. sap.,Plutarch,plutarch,Convivium septem sapientium,The Dinner of the Seven Wise Men
iamwork691,Plut.,Crass.,Plutarch,plutarch,Crassus,Crassus
iamwork692,Plut.,De Alex. fort.,Plutarch,plutarch,De fortuna Alexandri,On the Fortune of Alexander
iamwork693,Plut.,De def. or.,Plutarch,plutarch,De defectu oraculorum,On the Failure of Oracles
iamwork694,Plut.,De exil.,Plutarch,plutarch,De exilio,On Exile
iamwork695,Plut.,De fac.,Plutarch,plutarch,De facie in orbe lunae,The Face on the Moon
iamwork696,Plut.,De fort. Rom.,Plutarch,plutarch,De fortuna Romanorum,On the Fortune of the Romans
iamwork697,Plut.,De frat. amor.,Plutarch,plutarch,De fraterno amore,On Brotherly Love
iamwork698,Plut.,De garr.,Plutarch,plutarch,De garrulitate,On Chattering
iamwork699,Plut.,De gen.,Plutarch,plutarch,De genio Socratis,On the Spirit of Socrates
iamwork700,Plut.,De glor. Ath.,Plutarch,plutarch,De gloria Atheniensium,On the glory of the Athenians
iamwork701,Plut.,De Is. et Os.,Plutarch,plutarch,De Iside et Osiride,On Isis and Osiris
iamwork702,Plut.,De lat. viv.,Plutarch,plutarch,De latenter vivendo,On Living Secretly
iamwork703,Plut.,De mul. vir.,Plutarch,plutarch,De mulierum virtutibus,On the Virtues of Women
iamwork704,Plut.,De mus,Plutarch,plutarch,De musica,On Music
iamwork705,Plut.,De prof. virt.,Plutarch,plutarch,De profectu in virtute,On Advancing in Virtue
iamwork706,Plut.,De Pyth or.,Plutarch,plutarch,De Pythiae oraculis,On the Pythian Oracle
iamwork707,Plut.,De sera,Plutarch,plutarch,De sera numinis vindicta,On the Delays of Divine Vengance
iamwork708,Plut.,De soll. an.,Plutarch,plutarch,De sollertia animalium,On the Cleverness of Animals
iamwork709,Plut.,De superst.,Plutarch,plutarch,De superstitione,On Superstition
iamwork710,Plut.,De tranq. anim.,Plutarch,plutarch,De tranquillitate animi,On Tranquility of Spirit
iamwork711,Plut.,Dem.,Plutarch,plutarch,Demosthenes,Demosthenes
iamwork712,Plut.,Demetr.,Plutarch,plutarch,Demetrius,Demetrius
iamwork713,Plut.,Eum.,Plutarch,plutarch,Eumenes,Eumenes
iamwork714,Plut.,Flam.,Plutarch,plutarch,Flamininus,Flamininus
iamwork715,Plut.,Galb.,Plutarch,plutarch,Galba,Galba
iamwork716,Plut.,Luc.,Plutarch,plutarch,Lucullus,Lucullus
iamwork717,Plut.,Lyc.,Plutarch,plutarch,Lycurgus,Lycurgus
iamwork718,Plut.,Lys.,Plutarch,plutarch,Lysander,Lysander
iamwork719,Plut.,Mar.,Plutarch,plutarch,Marius,Marius
iamwork720,Plut.,Marc.,Plutarch,plutarch,Marcellus,Marcellus
iamwork721,Plut.,Mor.,Plutarch,plutarch,Moralia,Moralia
iamwork722,Plut.,Nic.,Plutarch,plutarch,Nicias,Nicias
iamwork723,Plut.,Num.,Plutarch,plutarch,Numa,Numa
iamwork724,Plut.,Pel.,Plutarch,plutarch,Pelopidas,Pelopidas
iamwork725,Plut.,Per.,Plutarch,plutarch,Pericles,Pericles
iamwork726,Plut.,Phil.,Plutarch,plutarch,Philopoemen,Philopoemen
iamwork727,Plut.,Phoc.,Plutarch,plutarch,Phocion,Phocion
iamwork728,Plut.,Pomp.,Plutarch,plutarch,Pompeius,Pompey
iamwork729,Plut.,Prae. ger. reip.,Plutarch,plutarch,Praecepta gerendae reipublicae,Precepts of Statecraft
iamwork730,Plut.,Pyrrh.,Plutarch,plutarch,Pyrrhus,Pyrrhus
iamwork731,Plut.,Quaest. Graec.,Plutarch,plutarch,Quaestiones Graecae,Greek Questions
iamwork732,Plut.,Quaest. Plat.,Plutarch,plutarch,Quaestiones Platonicae,Platonic Questions
iamwork733,Plut.,Quaest. Rom.,Plutarch,plutarch,Quaestiones Romanae,Roman Questions
iamwork734,Plut.,Quest. conv.,Plutarch,plutarch,Quaestiones convivales,Table Talk
iamwork735,Plut.,Quomodo adul.,Plutarch,plutarch,Quomodo adulescens poetas audire debeat,Why Young Men ought to Hear Poetry
iamwork736,Plut.,Rom.,Plutarch,plutarch,Romulus,Romulus
iamwork737,Plut.,Sert.,Plutarch,plutarch,Sertorius,Sertorius
iamwork738,Plut.,Sol.,Plutarch,plutarch,Solon,Solon
iamwork739,Plut.,Sull.,Plutarch,plutarch,Sulla,Sulla
iamwork740,Plut.,Them.,Plutarch,plutarch,Themistocles,Themistocles
iamwork741,Plut.,Thes.,Plutarch,plutarch,Theseus,Theseus
iamwork742,Plut.,Ti. Gracch.,Plutarch,plutarch,Tiberius Gracchus,Tiberius Gracchus
iamwork743,Plut.,Tim.,Plutarch,plutarch,Timoleon,Timoleon
iamwork744,Plut.,Vit.,Plutarch,plutarch,Vitae Parallelae,Parallel Lives
iamwork745,Poll.,Onom.,Pollux,pollux,Onomasticon,Poetics
iamwork746,Polyaenus,Strat.,Polyaenus,polyaenus,Strategemata,Strategems
iamwork747,Polyb.,Epon.,Polybius,polybius,Eponymous,
iamwork748,Pompon.,Epon.,Pomponius,pomponius,Eponymous,
iamwork749,Porph.,Abst.,Porphyry,porphyry,De abstinentia,On Abstinence
iamwork750,Porph.,De antr. nymph.,Porphyry,porphyry,De antro nympharum,On the Cave of the Nymphs
iamwork751,Porph.,Plot.,Porphyry,porphyry,Vita plotini,Life of Plotinus
iamwork752,Procl.,Hypotyp.,Proclus,proclus,Hypotyposis,An Outline
iamwork753,Procl.,In R.,Proclus,proclus,In Platonis Rempublicam commentarii,Commentary on Plato's Republic
iamwork754,Procl.,In Ti.,Proclus,proclus,In Platonis Timaeum commentarii,Commentary on Plato's Timaeus
iamwork755,Procop.,Aed.,Procopius,procopius,De aedificiis,On Buildings
iamwork756,Procop.,Goth.,Procopius,procopius,De bello Gothico,On the Gothic War
iamwork757,Procop.,Vand.,Procopius,procopius,De bello Vandalico,On the war with the Vandals
iamwork758,Prop.,Epon.,Propertius,propertius,Eponymous,
iamwork759,Prudent,C. Symm.,Prudentius,prudentius,Contra Symmachum,Against Symmachus
iamwork760,Prudent,Cath.,Prudentius,prudentius,Cathemerina,Hymns for the day
iamwork761,Prudent,Perist.,Prudentius,prudentius,Peristephanon,Crowns of the Martyrs
iamwork762,Ptol.,Alm.,Ptolemaeus mathematicus,mathematicus-ptolemaeus,Almagest,Almagest
iamwork763,Ptol.,Geog.,Ptolemaeus mathematicus,mathematicus-ptolemaeus,Geographia,Geography
iamwork764,Ptol.,Harm.,Ptolemaeus mathematicus,mathematicus-ptolemaeus,Harmonica,Harmonics
iamwork765,Ptol.,Tetr.,Ptolemaeus mathematicus,mathematicus-ptolemaeus,Tetrabiblos,Four Books
iamwork766,Quint.,Ep. ad Tryph.,Quintillian,quintillian,Epistula ad Tryphonem,Letter to Tryphon
iamwork767,Quint.,Inst.,Quintillian,quintillian,Institutio oratoria,Training in Oratory
iamwork768,Quint. Smyrn.,Epon.,Auintus Smyrnaeus,auintus-smyrnaeus,Eponymous,
iamwork769,Rut. Namat.,??,Rutilius Namatianus,namatianus-rutilius,De reditu,On Returning
iamwork770,Sall.,Ad Caes. sen.,Sallust,sallust,Epistulae ad Caesarem senem,Letters to the Elderly Caesar
iamwork771,Sall.,Cat.,Sallust,sallust,Bellum Catilinae or De Catilinae coniuratione,War with Catiline/On the Catilinarian Conspiracy
iamwork772,Sall.,Hist.,Sallust,sallust,Historiae,The Histories
iamwork773,Sall.,Iug.,Sallust,sallust,Bellum Iugurthinum,Jugurthine War
iamwork774,Satyr.,Vit. Eur.,Satyrus Historicus,historicus-satyrus,Vita Euripidis,Life of Euripides
iamwork775,Scymn.,Epon.,Scymnus,scymnus,Eponymous,
iamwork776,Semon.,Epon.,Semonides,semonides,Eponymous,
iamwork777,Sen. (E),Con. ex.,Seneca (the Elder),elder-seneca-the,Controversiarum excerpta,Excerpts from Disputes
iamwork778,Sen. (E),Controv.,Seneca (the Elder),elder-seneca-the,Controversiae,Disputes
iamwork779,Sen. (E),Suas.,Seneca (the Elder),elder-seneca-the,Suasoriae,Persuasive Discourses
iamwork780,Sen. (Y),Apocol.,Seneca (the Younger),seneca-the-younger,Apocolocyntosis,Apocolocyntosis
iamwork781,Sen. (Y),Ben.,Seneca (the Younger),seneca-the-younger,De beneficiis,On Kindness
iamwork782,Sen. (Y),Clem.,Seneca (the Younger),seneca-the-younger,De clementia,On Clemency
iamwork783,Sen. (Y),Constant.,Seneca (the Younger),seneca-the-younger,De constantia sapientis,On the Constancy of Wisdom
iamwork784,Sen. (Y),Dial.,Seneca (the Younger),seneca-the-younger,Dialogi,Dialogues
iamwork785,Sen. (Y),Ep.,Seneca (the Younger),seneca-the-younger,Epistulae,Letters
iamwork786,Sen. (Y),Epigr.,Seneca (the Younger),seneca-the-younger,Epigrammata super exilio,Epigrams Concerning Exile
iamwork787,Sen. (Y),Helv.,Seneca (the Younger),seneca-the-younger,Ad Helviam,To Helvia
iamwork788,Sen. (Y),Med.,Seneca (the Younger),seneca-the-younger,Medea,Medea
iamwork789,Sen. (Y),Prov.,Seneca (the Younger),seneca-the-younger,De providentia,On Providence
iamwork790,Sen. (Y),Q Nat.,Seneca (the Younger),seneca-the-younger,Quaestiones naturales,Natural Questions
iamwork791,Sen. (Y),Tranq.,Seneca (the Younger),seneca-the-younger,De tranquillitate animi,On Tranquility of Spirit
iamwork792,Serv.,Praef.,Servius,servius,Praefatio,Preface
iamwork793,Sext. Emp.,Math.,Sextus Empiricus,empiricus-sextus,Adversus Mathematicus,Against the Professors
iamwork795,SHA,Ael.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Aelius,Aelius
iamwork796,SHA,Alex. Sev.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Alexander Severus,Alexander Severus
iamwork797,SHA,Ant. Pius,Scriptores Historiae Augustae,augustae-historiae-scriptores,Antoninus Pius,Antoninus Pius
iamwork798,SHA,Aurel.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Aurelian,Aurelian
iamwork799,SHA,Avid. Cass.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Avidius Cassius,Avidius Cassius
iamwork800,SHA,Clod.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Clodius,Clodius
iamwork801,SHA,Comm.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Commodus,Commodus
iamwork802,SHA,Did. Iul.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Didius Iulianus,Didius Iulianus
iamwork803,SHA,Hadr.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Hadrian,Hadrian
iamwork804,SHA,Heliogab.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Heliogabalus,Heliogabalus
iamwork805,SHA,M. Ant.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Marcus Aurelius Antoninus (Caracalla),Marcus Aurelius Antoninus (Caracalla)
iamwork806,SHA,Marc.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Marcus,Marcus
iamwork807,SHA,Max.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Maximinus,Maximinus
iamwork808,SHA,Pert.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Pertinax,Pertinax
iamwork809,SHA,Pesc. Nig.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Pescennius Niger,Pescennius Niger
iamwork810,SHA,Prob.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Probus,Probus
iamwork811,SHA,Sev.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Severus,Severus
iamwork812,SHA,Tyr. Trig.,Scriptores Historiae Augustae,augustae-historiae-scriptores,Tyranni Triginta,The Thirty Tyrants
iamwork813,SHA,Verus,Scriptores Historiae Augustae,augustae-historiae-scriptores,Lucius Verus,Lucius Verus
iamwork814,Sid. Apoll.,Carm.,Sidonius Apollinaris,apollinaris-sidonius,Carmina,Songs
iamwork815,Sid. Apoll.,Epist.,Sidonius Apollinaris,apollinaris-sidonius,Epistulae,Letters
iamwork816,Sil.,Pun.,Silius Italicus,italicus-silius,Punica,On the Punic Wars
iamwork817,Simon.,Epon.,Simonides,simonides,Eponymous,
iamwork818,Simpl.,in Cael.,Simplicius,simplicius,in Aristotelis de Caelo Commentarii,Commentary on Aristotle's De Caelo
iamwork819,Simpl.,in Phys.,Simplicius,simplicius,In Aristotelis de Physica Commentarii,Commentary on Aristotle's De Physica
iamwork820,Socrates,Hist. eccl.,Socrates,socrates,Historia ecclesiastica,Church History
iamwork821,Solin.,Epon.,Solinus,solinus,Eponymous,
iamwork822,Soph.,Aj.,Sophocles,sophocles,Ajax,Ajax
iamwork823,Soph.,Ant.,Sophocles,sophocles,Antigone,Antigone
iamwork824,Soph.,El.,Sophocles,sophocles,Electra,Electra
iamwork825,Soph.,OC,Sophocles,sophocles,Oedipus Coloneus,Oedipus at Colonus
iamwork826,Soph.,OT,Sophocles,sophocles,Oedipus Tyrannus,Oedipus the King
iamwork827,Soph.,Phil.,Sophocles,sophocles,Philoctetes,Philoctetes
iamwork828,Soph.,Trach.,Sophocles,sophocles,Trachiniae,Trachiniae
iamwork829,Sor.,Gyn.,Soranus,soranus,Gynaeceia,Gynecology
iamwork830,Sozom.,Hist. eccl.,Sozomen,sozomen,Historia ecclesiastica,Church History
iamwork831,Stat.,Achil.,Statius,statius,Achilleis,Achilleid
iamwork832,Stat.,Silv.,Statius,statius,Silvae,Silvae
iamwork833,Stat.,Theb.,Statius,statius,Thebais,Thebaid
iamwork834,Steph. Byz.,Epon.,Stephanus Byzantius or Byzantinus,byzantinus-byzantius-or-stephanus,Eponymous,
iamwork837,Strabo,Epon.,Strabo,strabo,Eponymous,
iamwork838,Suet.,Aug.,Suetonius,suetonius,Divus Augustus,Divine Augustus
iamwork839,Suet.,Calig.,Suetonius,suetonius,Gaius Caligula,Gaius Caligula
iamwork840,Suet.,Claud.,Suetonius,suetonius,Divus Claudius,Divine Claudius
iamwork841,Suet.,Dom.,Suetonius,suetonius,Domitianus,Domitian
iamwork842,Suet.,Galb.,Suetonius,suetonius,Galba,Galba
iamwork843,Suet.,Gram.,Suetonius,suetonius,De grammaticis,On Grammarians
iamwork844,Suet.,Iul.,Suetonius,suetonius,Divus Iulius,Divine Julius
iamwork845,Suet.,Ner.,Suetonius,suetonius,Nero,Nero
iamwork846,Suet.,Poet.,Suetonius,suetonius,De Poetis,On Poets
iamwork847,Suet.,Rel.,Suetonius,suetonius,Reliquiae,Fragments
iamwork848,Suet.,Rhet.,Suetonius,suetonius,De rhetoribus,On Rhetoricians
iamwork849,Suet.,Tib.,Suetonius,suetonius,Tiberius,Tiberius
iamwork850,Suet.,Tit.,Suetonius,suetonius,Divus Titus,Divine Titus
iamwork851,Suet.,Vesp.,Suetonius,suetonius,Divus Vespasianus,Divine Vespasian
iamwork852,Suet.,Vit.,Suetonius,suetonius,Vitellius,Vitellius
iamwork853,Suet.,Vita Hor.,Suetonius,suetonius,Vita Horatii,Life of Horatio
iamwork854,Suet.,Vita Luc.,Suetonius,suetonius,Vita Lucani,Life of Lucan
iamwork855,Symmachus,Ep.,Symmachus,symmachus,Epistulae,Letters
iamwork856,Symmachus,Relat.,Symmachus,symmachus,Relationes,Reports
iamwork857,Tac.,Agr.,Tacitus,tacitus,Agricola,Agricola
iamwork858,Tac.,Ann.,Tacitus,tacitus,Annales, Annals
iamwork859,Tac.,Dial.,Tacitus,tacitus,Dialogus de oratoribus,Dialogues of the Orators
iamwork860,Tac.,Germ.,Tacitus,tacitus,Germania,Germany
iamwork861,Tac.,Hist.,Tacitus,tacitus,Historiae,The Histories
iamwork862,Tatianus,Ad Gr.,Tatianus,tatianus,Oratio ad Graecos,Oration to the Greeks
iamwork863,Ter.,Ad.,Terence,terence,Adelphoe,The Brothers
iamwork864,Ter.,An.,Terence,terence,Andria,The Girl from Andros
iamwork865,Ter.,Eun.,Terence,terence,Eunuchus,The Eunuch
iamwork866,Ter.,Haut.,Terence,terence,H(e)autontimorumenos,The Self-Tormentor
iamwork867,Ter.,Hec.,Terence,terence,Hecyra,The Mother-In-Law
iamwork868,Ter.,Phorm.,Terence,terence,Phormio,Phormio
iamwork869,Tert.,Ad nat.,Tertullian,tertullian,Ad nationes,To Nations
iamwork870,Tert.,Adv. Valent.,Tertullian,tertullian,Adversus Valentinianos,Against Valentinian
iamwork871,Tert.,Apol.,Tertullian,tertullian,Apologecticus,Apology
iamwork872,Tert.,De anim.,Tertullian,tertullian,De testimonio animate,On the Testimony of Living
iamwork873,Tert.,De bapt.,Tertullian,tertullian,De baptismo,On Baptism
iamwork874,Tert.,De monog.,Tertullian,tertullian,De monogamia,On Monogamy
iamwork875,Tert.,De praescr. haeret.,Tertullian,tertullian,De praescriptione haereticorum,Treatise on the presecriptions of Heretics
iamwork876,Tert.,De spect.,Tertullian,tertullian,De spectaculis,On Spectacles
iamwork877,Them.,Or.,Themistius,themistius,Orationes,Orations
iamwork878,Theoc.,Epigr.,Theocritus,theocritus,Epigrammata,Epigrams
iamwork879,Theoc.,Id.,Theocritus,theocritus,Idylls,Idylls
iamwork880,Theoph.,Ad Autol.,Theophilus,theophilus,Ad Autolycum,To Autolycus
iamwork881,Theophr.,Caus. pl.,Theophrastus,theophrastus,De causis plantarum,On Plants
iamwork882,Theophr.,Char.,Theophrastus,theophrastus,Characteres,Characters
iamwork883,Theophr.,Hist. pl.,Theophrastus,theophrastus,Historia plantarum,History of Plants
iamwork884,Theophr.,Phys. op.,Theophrastus,theophrastus,Physicorum opiniones,Opinions of Physics
iamwork885,Theophr.,Sens.,Theophrastus,theophrastus,De sensibus,On the Senses
iamwork886,Theopomp.,Epon.,Theopompus Historicus,historicus-theopompus,Eponymous,
iamwork887,Thgn.,Epon.,Theognis,theognis,Eponymous,
iamwork888,Thuc.,Epon.,Thucydides,thucydides,Eponymous,
iamwork889,Tib.,Epon.,Tibullus,tibullus,Eponymous,
iamwork890,Timoth.,Pers.,Timotheus,timotheus,Persae,Persians
iamwork891,Tzetz.,Chil.,Tzetzes,tzetzes,Historiarum variarum Chiliades,
iamwork892,Ulp.,Epon.,Ulpianus,ulpianus,Eponymous,
iamwork893,Val. Max.,Epon.,Valerius Maximus,maximus-valerius,Eponymous,
iamwork894,Varro,Ling.,Varro,varro,De lingua Latina,On the Latin Language
iamwork895,Varro,Rust.,Varro,varro,De re rustica,On Rustic Affairs
iamwork896,Varro,Sat. Men.,Varro,varro,Saturae Menippeae,Menippean Satires
iamwork897,Vatin.,Epon.,Vatinius,vatinius,Eponymous,
iamwork898,Veg.,Mil.,Vegetius,vegetius,De re militari,On Military Affairs
iamwork899,Vell. Pat.,Epon.,Velleius Paterculus,paterculus-velleius,Eponymous,
iamwork900,Verg.,Aen.,Virgil,virgil,Aeneid,Aeneid
iamwork901,Verg.,Catal.,Virgil,virgil,Catalepton,Catalepton
iamwork902,Verg.,Ecl.,Virgil,virgil,Eclogues,Eclogues
iamwork903,Verg.,G.,Virgil,virgil,Georgics,Georgics
iamwork904,Vett. Val.,Epon.,Vettius Valens,valens-vettius,Eponymous,
iamwork905,Vitr.,De arch.,Vitruvius,vitruvius,De architectura,On Architecture
iamwork906,Vopiscus,Cyn.,Vopiscus,vopiscus,Cynegetica,Hunting
iamwork907,Xen.,Ages.,Xenophon,xenophon,Agesilaus,Agesilaus
iamwork908,Xen.,An.,Xenophon,xenophon,Anabasis,Anabasis
iamwork909,Xen.,Ap.,Xenophon,xenophon,Apologia Socratis,Apology of Socrates
iamwork910,Xen.,Ath. pol.,Xenophon,xenophon,Respublica Atheniensium,Constitution of the Athenians
iamwork911,Xen.,Cyn.,Xenophon,xenophon,Cynegeticus,Hunting
iamwork912,Xen.,Cyr.,Xenophon,xenophon,Cyropaedia,The Education of Cyrus
iamwork913,Xen.,Eq.,Xenophon,xenophon,De equitandi ratione,On the Art of Horsemanship
iamwork914,Xen.,Eq. mag.,Xenophon,xenophon,De equitum magistro,On the Cavalry Commander
iamwork915,Xen.,Hell.,Xenophon,xenophon,Hellenica,Hellenica
iamwork916,Xen.,Hier.,Xenophon,xenophon,Hiero,Hiero
iamwork917,Xen.,Lac.,Xenophon,xenophon,Respublica Lacedaemoniorum,The Constitution of the Lacedaemonians
iamwork918,Xen.,Mem.,Xenophon,xenophon,Memorabilia,Remarkable Things
iamwork919,Xen.,Oec.,Xenophon,xenophon,Oeconomicus,Economics
iamwork920,Xen.,Symp.,Xenophon,xenophon,Symposium,Symposium
iamwork921,Xen.,Vect.,Xenophon,xenophon,De vectigalibus,On Taxes
iamwork922,Zen.,Epon.,Zenobius,zenobius,Eponymous,
iamwork923,Zonar.,Epon.,Zonaras,zonaras,Eponymous,
iamwork924,Zos.,Epon.,Zosimus,zosimus,Eponymous,
